Year,Pick,Draft,Pick in Draft,Drafted By,Name,Height,Weight,College,Birthday
2006,1.29,1,29,Knicks,Mardy Collins,6'6,225,Temple,1984-08-04
2006,1.3,1,30,Trailblazers,Joel Freeland,6'10,225,Gran Canaria Fadesa,1987-02-07
2006,2.01,2,1,Trailblazers,James White,6'7,200,Cincinnati,1982-10-21
2006,2.02,2,2,Rockets,Steve Novak,6'9,220,Marquette,1984-06-13
2006,2.03,2,3,Hawks,Solomon Jones,6'10,225,South Florida,1984-07-16
2006,2.04,2,4,Clippers,Paul Davis,6'11,270,Michigan State,1984-07-21
2006,2.05,2,5,Raptors,PJ Tucker,6'5,225,Texas,1985-05-05
2006,2.06,2,6,76ers,Craig Smith,6'7,260,Boston College,1983-11-10
2006,2.07,2,7,Timberwolves,Bobby Jones,6'7,215,Washington,1984-01-09
2006,2.08,2,8,Warriors,Kosta Perovic,7'2,240,Partizan,1985-02-19
2006,2.09,2,9,Bucks,David Noel,6'6,225,North Carolina,1984-02-27
2006,2.1,2,10,Sonics,Denham Brown,6'5,220,Connecticut,1983-01-06
2006,2.11,2,11,Magic,James Augustine,6'10,230,llinois,1984-02-19
2006,2.12,2,12,Cavaliers,Daniel Gibson,6'2,190,Texas,1986-02-27
2006,2.13,2,13,Hornets,Marcus Vicinius,6'8,225,Objectivo San Carlos,1984-05-31
2006,2.14,2,14,Magic,Lior Eliyahu,6'9,225,Hapoel Galil Elyon,1985-09-09
2006,2.15,2,15,Trailblazers,Alexander Johnson,6'9,240,Florida State,1983-02-08
2006,2.16,2,16,Jazz,Dee Brown,6'0,185,Illinois,1984-08-17
2006,2.17,2,17,Jazz,Paul Millsap,6'7,260,Louisiana Tech,1985-02-10
2006,2.18,2,18,Wizards,Vladimir Veremeenko,6'10,240,Dynamo St Petersburg,1984-07-21
2006,2.19,2,19,Nuggets,Leon Powe,6'8,240,California,1984-01-22
2006,2.2,2,20,Bobcats,Ryan Hollins,7'0,230,UCLA,1984-10-10
2006,2.21,2,21,Lakers,Chiekh Samb,7'1,195,WTC Cornella,1984-10-22
2006,2.22,2,22,Clippers,Guillermo Diaz,6'2,185,Miami,1985-03-05
2006,2.23,2,23,Sonics,Yotam Halperin,6'5,210,Union Olimpija Ljubjana,1984-01-24
2006,2.24,2,24,Nets,Hassan Adams,6'4,220,Arizona,1984-06-20
2006,2.25,2,25,Cavaliers,Ejike Ugboaja,6'9,225,Union Bank Lagos,1985-05-28
2006,2.26,2,26,Raptors,Edin Bavcic,6'11,245,KK Bosna,1984
2006,2.27,2,27,Timberwolves,Loukas Mavrokefalidis,6'11,260,PAOK,1984-07-25
2006,2.28,2,28,Mavericks,JR Pinnock,6'4,205,George Washington,1983-12-11
2006,2.29,2,29,Spurs,Damir Markota,6'10,225,Cibona Zagreb,1985-12-26
2006,2.3,2,30,Pistons,Will Blalock,6'1,195,Iowa State,Junior
2005,1.01,1,1,Bucks,Andrew Bogut,7'0,245,Utah,11-28-1984
2005,1.02,1,2,Hawks,Marvin Williams,6'9,230,North Carolina,6-19-1986
2005,1.03,1,3,Jazz,Deron Williams,6'3,210,Illinois,6-26-1984
2005,1.04,1,4,Hornets,Chris Paul,6'0,175,Wake Forest,5-6-1985
2005,1.05,1,5,Bobcats,Raymond Felton,6'1,200,North Carolina,6-26-1984
2005,1.06,1,6,Trailblazers,Martell Webster,6'7,210,,12-4-1986
2005,1.07,1,7,Raptors,Charlie Villanueva,6'11,240,Connecticut,8-24-1984
2005,1.08,1,8,Knicks,Channing Frye,6-11,248,Arizona,5-17-1983
2005,1.09,1,9,Warriors,Ike Diogu,6'8,250,Arizona State,9-11-1983
2005,1.1,1,10,Lakers,Andrew Bynum,7'0,285,,10-27-1987
2005,1.11,1,11,Magic,Fran Vasquez,6'11,238,,5-1-1983
2005,1.12,1,12,Clippers,Yaroslav Korolev,6'9,203,,5-7-1987
2005,1.13,1,13,Bobcats,Sean May,6'9,266,North Carolina,4-4-1984
2005,1.14,1,14,Timberwolves,Rashad McCants,6'4,207,North Carolina,9/25/1984
2005,1.15,1,15,Nets,Antoine Wright,6'7,210,Texas A&M,2-6-1984
2005,1.16,1,16,Raptors,Joey Graham,6'7,225,Oklahoma State,6-11-1982
2005,1.17,1,17,Pacers,Danny Granger,6'8,225,New Mexico,4-20-1983
2005,1.18,1,18,Celtics,Gerald Green,6'8,195,,1-26-1986
2005,1.19,1,19,Grizzlies,Hakim Warrick,6'9,215,Syracuse,7-8-1982
2005,1.2,1,20,Nuggets,Julius Hodge,6'7,210,NC State,11-18-1983
2005,1.21,1,21,Suns,Nate Robinson,5'9,180,Washington,5-31-1984
2005,1.22,1,22,Nuggets,Jarrett Jack,6'3,205,Georgia Tech,10-28-1983
2005,1.23,1,23,Kings,Francisco Garcia,6'7,192,Louisville,12-31-1981
2005,1.24,1,24,Rockets,Luther Head,6'3,185,Illinois,11-26-1982
2005,1.25,1,25,Supersonics,Johan Petro,7'0,258,,1-27-1986
2005,1.26,1,26,Pistons,Jason Maxiell,6'7,260,Cincinatti,2-18-1983
2005,1.27,1,27,Trailblazers,Linas Kleiza,6'8,250,Missouri,1-3-1985
2005,1.28,1,28,Spurs,Ian Mahinmi,6'10,223,,11-5-1986
2005,1.29,1,29,Heat,Wayne Simien,6'9,255,Kansas,3-9-1983
2005,1.3,1,30,Knicks,David Lee,6'9,249,Florida,4-29-1983
2005,2.01,2,1,Hawks,Salim Stoudamire,6'1,180,Arizona,10-11-1982
2005,2.02,2,2,Clippers,Daniel Ewing,6'3,185,Duke,3-26-1983
2005,2.03,2,3,Hornets,Brandon Bass,6'8,240,LSU,4-30-1985
2005,2.04,2,4,Jazz,C.J. Miles,6'6,210,,3-18-1987
2005,2.05,2,5,Trailblazers,Ricky Sanchez,6'11,220,,7/6/1987
2005,2.06,2,6,Bucks,Ersan Ilyasova,6'9,235,,5-15-1987
2005,2.07,2,7,Lakers,Ronny Turiaf,6'10,250,Gonzaga,1-13-1983
2005,2.08,2,8,Magic,Travis Diener,6'1,180,Marquette,3-1-1982
2005,2.09,2,9,Lakers,Von Wafer,6'5,250,Florida State,7-21-1985
2005,2.1,2,10,Warriors,Monta Ellis,6'3,179,,10-26-1985
2005,2.11,2,11,Raptors,Roko Ukic,6'5,180,,5-12-1984
2005,2.12,2,12,Warriors,Chris Taft,6-10,260,Pittsburgh,3-10-1985
2005,2.13,2,13,Nets,Mile Ilic,7'1,235,,6-2-1984
2005,2.14,2,14,Magic,Marty Andriuskevicius,7'2,240,,3-12-1986
2005,2.15,2,15,76ers,Louis Williams,6'2,175,,10-27-1986
2005,2.16,2,16,Pacers,Erazem Lorbek,6'10,245,,2-21-1984
2005,2.17,2,17,Timberwolves,Bracey Wright,6'3,210,Indiana,7-1-1984
2005,2.18,2,18,Supersonics,Mickael Gelebale,6'7,215,,5-22-1983
2005,2.19,2,19,Wizards,Andray Blatche,6'11,235,,8-22-1986
2005,2.2,2,20,Celtics,Ryan Gomes,6'7,250,Providence,9-1-1982
2005,2.21,2,21,Jazz,Robert Whaley,6'9,230,Walsh,4-16-1982
2005,2.22,2,22,Nuggets,Axel Hervelle,6'8,235,,5-12-1983
2005,2.23,2,23,Celtics,Orien Greene,6'4,210,Louisiana-Lafayette,2-4-1982
2005,2.24,2,24,Knicks,Dijon Thompson,6'7,200,UCLA,2-23-1983
2005,2.25,2,25,Supersonics,Lawrence Roberts,6'9,245,Mississippi State,10-20-1982
2005,2.26,2,26,Pistons,Amir Johnson,6'9,210,,5-1-1987
2005,2.27,2,27,Suns,Marcin Gortat,7'0,245,,10-11-1982
2005,2.28,2,28,Raptors,Uros Slokar,6'10,238,,5-14-1983
2005,2.29,2,29,Hawks,Cenk Akyol,6'5,185,,4-16-1987
2005,2.3,2,30,Pistons,Alex Acker,6'5,190,Pepperdine,1-21-1983
2004,1.01,1,1,Magic,Dwight Howard,6'11,245,,12-8-1985
2004,1.02,1,2,Bobcats,Emeka Okafor,6'10,255,Connecticut,9-28-1982
2004,1.03,1,3,Bulls,Ben Gordon,6'3,200,Connecticut,4-4-1983
2004,1.04,1,4,Clippers,Shaun Livingston,6'7,180,,9-11-1985
2004,1.05,1,5,Wizards,Devin Harris,6'3,185,Wisconsin,2-27-1983
2004,1.06,1,6,Hawks,Josh Childress,6'8,205,Stanford,6-20-1983
2004,1.07,1,7,Suns,Luol Deng,6'8,220,Duke,4-6-1985
2004,1.08,1,8,Raptors,Rafael Araujo,6'11,285,BYU,8-12-1980
2004,1.09,1,9,76ers,Andre Iguodala,6'6,205,Arizona,1-28-1984
2004,1.1,1,10,Cavaliers,Luke Jackson,6'7,210,Oregon,11-6-1981
2004,1.11,1,11,Warriors,Andris Biedrins,6'11,240,,4-2-1986
2004,1.12,1,12,Supersonics,Robert Swift,7'0,240,,12-3-1985
2004,1.13,1,13,Trailblazers,Sebastian Telfair,6'0,170,,6-9-1985
2004,1.14,1,14,Jazz,Kris Humphries,6'9,235,Minnesota,2-6-1985
2004,1.15,1,15,Celtics,Al Jefferson,6'10,265,,1-4-1985
2004,1.16,1,16,Jazz,Kirk Snyder,6'6,225,Nevada,6-5-1983
2004,1.17,1,17,Hawks,Josh Smith,6'9,220,,12-5-1985
2004,1.18,1,18,Hornets,JR Smith,6'6,220,,11-9-1985
2004,1.19,1,19,Heat,Dorell Wright,6'7,210,,12-2-1985
2004,1.2,1,20,Nuggets,Jameer Nelson,6'0,192,St. Joseph's,2-9-1982
2004,1.21,1,21,Jazz,Pavel Podkolzine,7'5,260,,1-15-1985
2004,1.22,1,22,Nets,Viktor Khryapa,6'9,215,,8-3-1982
2004,1.23,1,23,Trailblazers,Sergei Monia,6'8,220,,4-15-1983
2004,1.24,1,24,Celtics,Delonte West,6'4,185,St. Joseph's,7-26-1981
2004,1.25,1,25,Celtics,Tony Allen,6'4,215,Oklahoma State,1-11-1982
2004,1.26,1,26,Kings,Kevin Martin,6'7,188,Western Carolina,2-1-1983
2004,1.27,1,27,Lakers,Sasha Vujacic,6'7,195,,3-8-1984
2004,1.28,1,28,Spurs,Beno Udrih,6'4,200,,7-5-1982
2004,1.29,1,29,Pacers,David Harrison,7'0,255,Colorado,8-15-1982
2004,2.01,2,1,Magic,Anderson Varejao,6'10,235,,9-28-1982
2004,2.02,2,2,Bulls,Jackson Vroman,6'10,220,Iowa State,1-6-1981
2004,2.03,2,3,Wizards,Peter John Ramos,7'4,280,,5-13-1985
2004,2.04,2,4,Clippers,Lionel Chalmers,6'0,183,Xavier,11-10-1980
2004,2.05,2,5,Hawks,Donta Smith,6'7,215,SE Illinois CC,11-27-1983
2004,2.06,2,6,Supersonics,Andre Emmett,6'5,235,Texas Tech,8-27-1982
2004,2.07,2,7,Magic,Antonio Burks,6'2,204,Memphis,2-25-1980
2004,2.08,2,8,Hawks,Royal Ivey,6'3,204,Texas,12-20-1981
2004,2.09,2,9,Bulls,Chris Duhon,6'1,190,Duke,8-31-1982
2004,2.1,2,10,Raptors,Albert Miralles,6'11,240,,5-14-1982
2004,2.11,2,11,Celtics,Justin Reed,6'8,245,Mississippi,1-16-1982
2004,2.12,2,12,Supersonics,David Young,6'5,205,NC Central,8-18-1981
2004,2.13,2,13,Hawks,Viktor Sanikidze,6'8,199,,4-1-1986
2004,2.14,2,14,Knicks,Trevor Ariza,6'7,197,UCLA,6-30-1985
2004,2.15,2,15,Hornets,Tim Pickett,6'4,210,Florida State,4-18-1981
2004,2.16,2,16,Bobcats,Bernard Robinson,6'6,211,Michigan,12-26-1980
2004,2.17,2,17,Trailblazers,Ha Seung Jin,7'3,306,,8-4-1985
2004,2.18,2,18,Heat,Pape Sow,6'10,250,Cal State Fullerton,11-22-1981
2004,2.19,2,19,Kings,Ricky Minard,6'4,200,Morehead State,9-11-1982
2004,2.2,2,20,Grizzlies,Sergei Lishouk,6'11,235,,3-31-1982
2004,2.21,2,21,Mavericks,Vassilis Spanoulis,6'4,190,,7-8-1982
2004,2.22,2,22,Nets,Christian Drejer,6'9,225,,12-8-1982
2004,2.23,2,23,Spurs,Romain Sato,6'5,205,Xavier,3-2-1981
2004,2.24,2,24,Heat,Matt Freije,6'10,245,Vanderbilt,10-2-1981
2004,2.25,2,25,Pistons,Rickey Paulding,6'5,220,Missouri,10-32-1982
2004,2.26,2,26,Rockets,Luis Flores,6'2,197,Manhattan,4-11-1981
2004,2.27,2,27,Lakers,Marcus Douthit,6'11,235,Providence,4-15-1980
2004,2.28,2,28,Spurs,Sergei Karaulov,7'1,234,,4-15-1982
2004,2.29,2,29,Timberwolves,Blake Stepp,6'4,196,Gonzaga,2-4-1982
2004,2.3,2,30,Pacers,Rashad Wright,6'2,191,Georgia,3-17-1982
2003,1.01,1,1,Cavaliers,LeBron James,6'8,240,,1984-12-30
2003,1.02,1,2,Pistons,Darko Milicic,7'0,245,,1985-06-20
2003,1.03,1,3,Nuggets,Carmelo Anthony,6'8,220,Syracuse,1984-05-29
2003,1.04,1,4,Raptors,Chris Bosh,6'10,210,Georgia Tech,1984-03-02
2003,1.05,1,5,Heat,Dwyane Wade,6'4,210,Marquette,1982-01-17
2003,1.06,1,6,Clippers,Chris Kaman,7'0,255,Central Michigan,1982-04-28
2003,1.07,1,7,Bulls,Kirk Hinrich,6'3,190,Kansas,1981-02-02
2003,1.08,1,8,Bucks,T.J. Ford,5'10,165,Texas,1983-03-24
2003,1.09,1,9,Knicks,Mike Sweetney,6'8,260,Georgetown,1982-10-25
2003,1.1,1,10,Wizards,Jarvis Hayes,6'7,220,Georgia,1981-08-09
2003,1.11,1,11,Warriors,Mickael Pietrus,6'6,200,,1982-02-07
2003,1.12,1,12,Supersonics,Nick Collison,6'10,255,Kansas,10-26-1980
2003,1.13,1,13,Grizzlies,Marcus Banks,6'2,220,UNLV,1981-11-19
2003,1.14,1,14,Supersonics,Luke Ridnour,6'2,175,Oregon,1981-02-13
2003,1.15,1,15,Magic,Reece Gaines,6'6,205,Louisville,1981-01-07
2003,1.16,1,16,Celtics,Troy Bell,6'1,180,Boston College,1980-11-10
2003,1.17,1,17,Suns,Zarko Cabarkapa,6'11,235,,1981-05-21
2003,1.18,1,18,Hornets,David West,6'9,240,Xavier,1980-08-29
2003,1.19,1,19,Jazz,Aleksandar Pavlovic,6'7,210,,1983-11-15
2003,1.2,1,20,Celtics,Dahntay Jones,6'6,210,Duke,1980-12-27
2003,1.21,1,21,Hawks,Boris Diaw,6'8,203,,1982-04-16
2003,1.22,1,22,Nets,Zoran Planinic,6'7,195,,1982-09-12
2003,1.23,1,23,Trailblazers,Travis Outlaw,6'9,210,,1984-09-18
2003,1.24,1,24,Lakers,Brian Cook,6'10,240,Illinois,1980-12-04
2003,1.25,1,25,Pistons,Carlos Delfino,6'6,225,,8-29-1982
2003,1.26,1,26,Timberwolves,Ndudi Ebi,6'9,195,,1984-06-18
2003,1.27,1,27,Grizzlies,Kendrick Perkins,6'10,280,,1984-11-10
2003,1.28,1,28,Spurs,Leandrinho Barbosa,6'3,176,,1982-11-28
2003,1.29,1,29,Mavericks,Josh Howard,6'6,203,Wake Forest,1980-04-28
2003,2.01,2,1,Knicks,Maciej Lampe,6'11,240,,1985-02-05
2003,2.02,2,2,Cavaliers,Jason Kapono,6'8,213,UCLA,1981-02-02
2003,2.03,2,3,Raptors,Luke Walton,6'8,245,Arizona,1980-03-28
2003,2.04,2,4,Heat,Jerome Beasley,6'10,241,North Dakota,1980-05-17
2003,2.05,2,5,Clippers,Sofoklis Schortsanitis,6'9,300,,6-22-1985
2003,2.06,2,6,Grizzlies,Szymon Szewczyk,6'10,245,,12-21-1982
2003,2.07,2,7,Bulls,Mario Austin,6'8,265,Mississippi State,2-26-1982
2003,2.08,2,8,Hawks,Travis Hansen,6'6,210,BYU,1978-04-15
2003,2.09,2,9,Wizards,Steve Blake,6'3,172,Maryland,1980-02-26
2003,2.1,2,10,Knicks,Slavko Vranes,7'4,250,,1983-01-30
2003,2.11,2,11,Warriors,Derrick Zimmerman,6'2,195,Mississippi State,12-2-1981
2003,2.12,2,12,Supersonics,Willie Green,6'4,200,Detroit Mercy,1981-07-28
2003,2.13,2,13,Magic,Zaur Pachulia,6'11,240,,1984-02-10
2003,2.14,2,14,Bucks,Keith Bogans,6'5,215,Kentucky,1980-05-12
2003,2.15,2,15,Rockets,Malick Badiane,6'11,225,,1-1-1984
2003,2.16,2,16,Bulls,Matt Bonner,6'10,235,Florida,4-5-1980
2003,2.17,2,17,Nuggets,Sani Becirovic,6'5,200,,5-19-1981
2003,2.18,2,18,Jazz,Maurice Williams,6'1,185,Alabama,1982-12-19
2003,2.19,2,19,Hornets,James Lang,6-10,305,,11-17-1983
2003,2.2,2,20,Pacers,James Jones,6'8,215,Miami (FL),1980-10-04
2003,2.21,2,21,76ers,Paccelis Morlende,6-2,190,,4-19-1981
2003,2.22,2,22,Nets,Kyle Korver,6'7,210,Creighton,1981-03-17
2003,2.23,2,23,Lakers,Remon Van de Hare,7-2,224,,5-23-1982
2003,2.24,2,24,Bulls,Tommy Smith,6'10,210,Arizona State,12-4-1980
2003,2.25,2,25,Trailblazers,Nedzad Sinanovic,7'2,230,,6-12-1983
2003,2.26,2,26,Timberwolves,Rick Rickert,6'11,220,Minnesota,2-11-1983
2003,2.27,2,27,Kings,Brandon Hunter,6'7,260,Ohio University,1980-11-24
2003,2.28,2,28,Mavericks,Xue Yuyang,7'0,209,,10-4-1982
2003,2.29,2,29,Pistons,Andreas Gliniadakis,7'1,278,,8-26-1981
2002,1.01,1,1,Rockets,Yao Ming,7'5,296,,1980-09-12
2002,1.02,1,2,Bulls,Jay Williams,6'0,197,Duke,1981-09-10
2002,1.03,1,3,Warriors,Mike Dunleavy,6'9,221,Duke,1980-09-15
2002,1.04,1,4,Grizzlies,Drew Gooden,6'10,230,Kansas,1981-09-24
2002,1.05,1,5,Nuggets,Nikoloz Tskitishvili,7'0,225,,1983-04-14
2002,1.06,1,6,Cavaliers,Dajuan Wagner,6'3,200,Memphis,1983-02-04
2002,1.07,1,7,Knicks,Nene Hilario,6'11,260,,1982-09-13
2002,1.08,1,8,Clippers,Chris Wilcox,6'10,221,Maryland,1982-08-03
2002,1.09,1,9,Suns,Amare Stoudemire,6'10,245,,1982-11-16
2002,1.1,1,10,Heat,Caron Butler,6'7,235,Connecticut,1980-03-13
2002,1.11,1,11,Wizards,Jared Jeffries,6'10,215,Indiana,1981-11-25
2002,1.12,1,12,Clippers,Melvin Ely,6'10,260,Fresno State,1978-05-02
2002,1.13,1,13,Bucks,Marcus Haislip,6'10,230,Tennessee,1980-12-22
2002,1.14,1,14,Pacers,Fred Jones,6'4,210,Oregon,1979-03-11
2002,1.15,1,15,Rockets,Bostjan Nachbar,6'9,221,,1980-04-03
2002,1.16,1,16,76ers,Jiri Welsch,6'7,208,,1980-01-27
2002,1.17,1,17,Wizards,Juan Dixon,6'3,164,Maryland,1978-10-09
2002,1.18,1,18,Magic,Curtis Borchardt,7'0,245,Stanford,9-13-1980
2002,1.19,1,19,Jazz,Ryan Humphrey,6'8,235,Notre Dame,1979-07-24
2002,1.2,1,20,Raptors,Kareem Rush,6'6,215,Missouri,1980-10-30
2002,1.21,1,21,Trailblazers,Qyntel Woods,6'8,221,Northeast Mississippi CC,1981-02-16
2002,1.22,1,22,Suns,Casey Jacobsen,6'6,215,Stanford,1981-03-19
2002,1.23,1,23,Pistons,Tayshaun Prince,6'9,215,Kentucky,1980-02-28
2002,1.24,1,24,Nets,Nenad Krstic,6'11,214,,7-25-1983
2002,1.25,1,25,Nuggets,Frank Williams,6'3,205,Illinois,1980-02-25
2002,1.26,1,26,76ers,John Salmons,6'7,210,Miami (FL),1979-12-12
2002,1.27,1,27,Lakers,Chris Jefferies,6'8,215,Fresno State,1980-02-13
2002,1.28,1,28,Kings,Dan Dickau,6'0,190,Gonzaga,1978-09-16
2002,2.01,2,1,Warriors,Steve Logan,5'11,199,Cincinatti,3-20-1980
2002,2.02,2,2,Bulls,Roger Mason,6'5,199,Virginia,1980-09-10
2002,2.03,2,3,Grizzlies,Robert Archibald,6'11,250,Illinois,1980-03-29
2002,2.04,2,4,Nuggets,Vincent Yarbrough,6'7,210,Tennessee,1981-03-21
2002,2.05,2,5,Bucks,Dan Gadzuric,6'11,240,UCLA,1978-08-02
2002,2.06,2,6,Cavaliers,Carlos Boozer,6'9,280,Duke,1981-11-20
2002,2.07,2,7,Nets,Milos Vujanic,6'2,183,,11-10-1980
2002,2.08,2,8,Hawks,David Andersen,6'11,237,,6-23-1980
2002,2.09,2,9,Rockets,Tito Maddox,6'4,190,Fresno State,1981-06-07
2002,2.1,2,10,Wizards,Rod Grizzard,6'8,203,Alabama,6-13-1980
2002,2.11,2,11,Wizards,Juan Carlos Navarro,6'3,172,,7-13-1980
2002,2.12,2,12,Clippers,Mario Kasun,7'1,255,,4-5-1980
2002,2.13,2,13,Bucks,Ronald Murray,6'4,190,Shaw (NC),1979-07-29
2002,2.14,2,14,Trailblazers,Jason Jennings,7'0,247,Arkansas State,4-18-1979
2002,2.15,2,15,Bulls,Lonny Baxter,6'8,260,Maryland,1979-07-27
2002,2.16,2,16,76ers,Sam Clancy,5'8,243,USC,5-4-1980
2002,2.17,2,17,Grizzlies,Matt Barnes,6'8,225,UCLA,3-9-1980
2002,2.18,2,18,Jazz,Jamal Sampson,6'11,235,California,1983-05-15
2002,2.19,2,19,Bucks,Chris Owens,6'7,245,Texas,1979-03-01
2002,2.2,2,20,Supersonics,Peter Fehse,7'0,201,,5-18-1983
2002,2.21,2,21,Celtics,Darius Songaila,6'10,250,Wake Forest,2-14-1978
2002,2.22,2,22,Trailblazers,Federico Kammerichs,6'10,226,,6-21-1980
2002,2.23,2,23,Timberwolves,Marcus Taylor,6'2,194,Michigan State,11-25-1981
2002,2.24,2,24,Heat,Rasual Butler,6'7,205,La Salle,1979-05-23
2002,2.25,2,25,Nets,Tamar Slay,6'9,215,Marshall,1980-04-02
2002,2.26,2,26,Mavericks,Mladen Sekularac,6'9,212,,1-29-1981
2002,2.27,2,27,Spurs,Luis Scola,6'8,229,,4-30-1980
2002,2.28,2,28,Spurs,Randy Holcomb,6'9,223,San Diego State,8-8-1979
2002,2.29,2,29,Kings,Corsley Edwards,6'9,276,Central Connecticut State,3-5-1979
2001,1.01,1,1,Wizards,Kwame Brown,6'11,243,,1982-03-10
2001,1.02,1,2,Clippers,Tyson Chandler,7'1,235,,1982-10-02
2001,1.03,1,3,Hawks,Pau Gasol,7'0,227,,1980-07-06
2001,1.04,1,4,Bulls,Eddy Curry,6'11,285,,1982-12-05
2001,1.05,1,5,Warriors,Jason Richardson,6'6,220,Michigan State,1981-01-20
2001,1.06,1,6,Grizzlies,Shane Battier,6'8,220,Duke,1978-09-09
2001,1.07,1,7,Nets,Eddie Griffin,6'10,222,Seton Hall,1982-05-30
2001,1.08,1,8,Cavaliers,Sagana Diop,7'0,300,,1982-01-30
2001,1.09,1,9,Pistons,Rodney White,6'9,238,Charlotte,1980-06-28
2001,1.1,1,10,Celtics,Joe Johnson,6'7,225,Arkansas,1981-07-29
2001,1.11,1,11,Celtics,Kedrick Brown,6'7,222,Okaloosa-Walton CC,1981-03-18
2001,1.12,1,12,Supersonics,Vladimir Radmanovic,6'9,206,,1980-11-19
2001,1.13,1,13,Rockets,Richard Jefferson,6'7,222,Arizona,1980-06-21
2001,1.14,1,14,Warriors,Troy Murphy,6'11,245,Notre Dame,1980-05-02
2001,1.15,1,15,Magic,Steven Hunter,7'0,220,DePaul,1981-10-31
2001,1.16,1,16,Hornets,Kirk Haston,6'9,242,Indiana,1979-03-10
2001,1.17,1,17,Raptors,Michael Bradley,6'10,225,Villanova,1979-04-18
2001,1.18,1,18,Rockets,Jason Collins,7'0,260,Stanford,1978-12-02
2001,1.19,1,19,Trailblazers,Zachary Randolph,6'9,270,Michigan State,1981-07-16
2001,1.2,1,20,Cavaliers,Brendan Haywood,7'0,268,North Carolina,1979-11-11
2001,1.21,1,21,Celtics,Joseph Forte,6'4,192,North Carolina,1981-05-23
2001,1.22,1,22,Magic,Jeryl Sasser,6'6,200,SMU,1979-02-13
2001,1.23,1,23,Rockets,Brandon Armstrong,6'5,185,Pepperdine,1980-06-16
2001,1.24,1,24,Jazz,Raul Lopez,6'0,161,,4-15-1980
2001,1.25,1,25,Kings,Gerald Wallace,6'7,215,Alabama,1982-07-23
2001,1.26,1,26,76ers,Samuel Dalembert,6'11,250,Seton Hall,1981-05-10
2001,1.27,1,27,Grizzlies,Jamaal Tinsley,6'3,195,Iowa State,1978-02-28
2001,1.28,1,28,Spurs,Tony Parker,6'2,177,,1982-05-17
2001,2.01,2,1,Bulls,Trenton Hassell,6'5,200,Austin Peay,1979-03-04
2001,2.02,2,2,Warriors,Gilbert Arenas,6'3,191,Arizona,1982-01-06
2001,2.03,2,3,Magic,Omar Cook,6'1,191,St. John's,1-28-1982
2001,2.04,2,4,Grizzlies,Will Solomon,6'1,185,Clemson,1978-07-20
2001,2.05,2,5,Hawks,Terence Morris,6'9,221,Maryland,1979-01-11
2001,2.06,2,6,Nets,Brian Scalabrine,6'9,240,USC,1978-03-18
2001,2.07,2,7,Cavaliers,Jeff Trepagnier,6'4,200,USC,1979-07-11
2001,2.08,2,8,76ers,Damone Brown,6'8,220,Syracuse,1979-06-28
2001,2.09,2,9,Pistons,Mehmet Okur,6'11,249,,1979-05-26
2001,2.1,2,10,Knicks,Michael Wright,6'7,239,Arizona,1-7-1980
2001,2.11,2,11,Supersonics,Earl Watson,6'1,195,UCLA,1979-06-12
2001,2.12,2,12,Pacers,Jamison Brewer,6'4,180,Auburn,1980-11-19
2001,2.13,2,13,Supersonics,Bobby Simmons,6'7,210,DePaul,1980-06-02
2001,2.14,2,14,Knicks,Eric Chenowith,7'1,271,Kensas,3-9-1979
2001,2.15,2,15,Mavericks,Kyle Hill,6'1,188,Eastern Illinois,4-7-1979
2001,2.16,2,16,Bulls,Sean Lampley,6'7,227,California,1979-09-03
2001,2.17,2,17,Timberwolves,Loren Woods,7'1,245,Arizona,1978-06-21
2001,2.18,2,18,Nuggets,Ousmane Cisse,6'8,252,,10-20-1982
2001,2.19,2,19,Grizzlies,Antonis Fotsis,6'10,219,,1981-04-01
2001,2.2,2,20,Heat,Ken Johnson,6'11,240,Ohio State,1978-02-01
2001,2.21,2,21,Trailblazers,Ruben Boumtje-Boumtje,7'0,257,Georgetown,1978-05-20
2001,2.22,2,22,Suns,Alton Ford,6'9,275,Houston,1981-05-29
2001,2.23,2,23,Bucks,Andre Hutson,6'8,241,Michigan State,1-12-1979
2001,2.24,2,24,Jazz,Jarron Collins,6'11,255,Stanford,1978-12-02
2001,2.25,2,25,Mavericks,Kenny Satterfield,6'2,186,Cincinnati,1981-04-12
2001,2.26,2,26,Kings,Maurice Jeffers,6'4,193,St. Louis,4-3-1979
2001,2.27,2,27,Spurs,Robertas Javtokas,6'10,213,,3-20-1980
2001,2.28,2,28,76ers,Alvin Jones,6'11,265,Georgia Tech,1978-09-09
2001,2.29,2,29,Spurs,Bryan Bracey,6'7,211,Oregon,8-5-1978
2000,1.01,1,1,Nets,Kenyon Martin,6'9,230,Cincinnati,1977-12-30
2000,1.02,1,2,Grizzlies,Stromile Swift,6'10,220,Louisiana State,1979-11-21
2000,1.03,1,3,Clippers,Darius Miles,6'9,210,,1981-10-09
2000,1.04,1,4,Bulls,Marcus Fizer,6'8,260,Iowa State,1978-08-10
2000,1.05,1,5,Magic,Mike Miller,6'9,218,Florida,1980-02-19
2000,1.06,1,6,Hawks,DerMarr Johnson,6'9,201,Cincinnati,1980-05-05
2000,1.07,1,7,Bulls,Chris Mihm,7'0,265,Texas,1979-07-16
2000,1.08,1,8,Cavaliers,Jamal Crawford,6'5,175,Michigan,1980-03-20
